playlistnumber,songname,id,artistname,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
4,Roobaroo,3vqJY3pVELLIxqXXyI08yr,A.R. Rahman,0.661,0.675,282973,0.582,5.56E-06,9,0.0854,-8.891,1,0.0277,120.991,0.538
4,Sajdaa,5upmbnXemLfPvs3d2eyHml,Shankar-Ehsaan-Loy,0.726,0.468,365707,0.737,0.00272,8,0.0655,-7.274,1,0.0765,79.448,0.572
4,Tum Se Hi,7eQl3Yqv35ioqUfveKHitE,Mohit Chauhan,0.328,0.609,321225,0.538,0,6,0.125,-7.842,1,0.0273,130.007,0.608
4,Channa Mereya,0H2iJVgorRR0ZFgRqGUjUM,Arijit Singh,0.237,0.476,289333,0.788,2.49E-05,9,0.106,-4.821,0,0.0446,90.066,0.746
4,Mitwa,4BTPzhEsyW3blWcxcuhLM0,Shankar Mahadevan,0.295,0.63,382973,0.63,1.26E-05,4,0.0934,-7.525,1,0.0364,107.103,0.517
4,Shukran Allah,3nKEiJUeaWn8q2O9I1xwlB,Sonu Nigam,0.732,0.432,290053,0.695,0.0014,1,0.274,-8.022,1,0.111,116.153,0.513
4,Khaabon Ke Parinday,14eotumM24MhIgzidgN3Jx,Alyssa Mendonsa,0.721,0.517,251704,0.565,0.00689,9,0.0997,-10.184,1,0.0441,169.952,0.69
4,Dil Se Re,30yySOIXHZYx94sLAySy2j,A.R. Rahman,0.00882,0.844,405707,0.442,0.000498,9,0.0879,-16.54,1,0.0691,105.986,0.436
4,Pareshaan,5XXJqs7f42R8PAY4Xcr0ax,Shalmali Kholgade,0.421,0.446,292075,0.398,5.48E-05,2,0.112,-11.353,0,0.0358,149.839,0.259
4,Zehnaseeb,3xF15SqY32Mno3UUMBirhU,Vishal-Shekhar,0.363,0.623,217440,0.595,0.000131,7,0.353,-6.342,1,0.0331,78.029,0.418
4,In Dino,6YycppSAeGtSvwmu8qCcr2,Pritam,0.513,0.406,397027,0.633,0,0,0.116,-6.989,1,0.0379,101.436,0.344
4,Sun Saathiya,0zuqABAUKs8WLVq8vCmfst,Priya Saraiya,0.604,0.456,218724,0.668,0.000145,9,0.141,-7.795,0,0.0373,144.062,0.263
4,Kahin To,3E424W0IJS3ypZ4YOxE0Jn,Rashid Ali,0.334,0.61,303206,0.492,6.30E-06,10,0.0979,-7.55,1,0.0261,90.984,0.165
4,Ambarsariya,4qRcjFkFqSpLBzcbLDt7HL,Sona Mohapatra,0.574,0.649,248182,0.458,0,4,0.113,-7.632,0,0.0446,180.071,0.748
4,Moh Moh Ke Dhaage (Male),189DQylImZ1hGZaIpAQUzx,Papon,0.741,0.634,322900,0.344,6.09E-05,2,0.111,-11.011,1,0.0288,128,0.409
4,Khuda Jaane,0gPgdRfB4jdGrlyXS0Vx78,KK,0.391,0.382,333584,0.632,0.000486,8,0.0922,-6.393,1,0.0411,78.936,0.716
4,"Humsafar (From ""Badrinath Ki Dulhania"")",7aE1lfskJLMHQnzCCP1zsV,Akhil Sachdeva,0.719,0.319,268463,0.552,0,7,0.144,-6.401,1,0.0307,93.991,0.221
4,Sooraj Ki Baahon Mein,723xQva0yBF7M6K3nDAG8R,Dominique Cerejo,0.19,0.855,202919,0.553,5.19E-06,11,0.0942,-6.52,1,0.0331,124.922,0.874
4,Naina Da Kya Kasoor,4JQxGJ8jsKW8pOUVoAgOZr,Amit Trivedi,0.159,0.845,210952,0.659,0.0129,9,0.0782,-6.348,1,0.0373,125.965,0.547
4,Tujh Mein Rab Dikhta Hai,2LcXJP95e4HKydTZ2mYfrx,Roop Kumar Rathod,0.315,0.56,281574,0.604,1.12E-06,8,0.176,-8.732,1,0.0866,84.784,0.75
4,Aas Paas Khuda,3kuxr8U3QynLzyW82p5hYR,Rahat Fateh Ali Khan,0.335,0.556,319116,0.706,1.80E-06,5,0.137,-5.709,1,0.0336,80.008,0.726
4,Mera Mann Kehne Laga,1ai3itvPFcWilE9NX0JTCf,Falak Shabbir,0.714,0.46,227335,0.444,2.65E-05,7,0.0881,-6.217,1,0.123,74.977,0.7
4,Dil Dhadakne Do,46elU7IBKWf55D5sjHGqO7,Joi Barua,0.0705,0.778,230319,0.599,0,2,0.59,-4.758,1,0.032,116.951,0.949
4,Uff Teri Adaa,0og9wKFGgFFNQnrBe7eisG,Shankar Mahadevan,0.00536,0.647,304089,0.792,5.82E-05,2,0.054,-9.815,1,0.0373,132.032,0.306
4,"Bekhayali (From ""Kabir Singh"")",1feANd8EfcDP5UqSvbheM3,Sachet Tandon,0.45,0.308,371791,0.585,0,9,0.319,-5.18,0,0.0428,171.843,0.345
4,Socha Hai,7IjnfuMNfdrAXbefurdIIR,Farhan Akhtar,0.722,0.593,246132,0.773,0,2,0.117,-5.591,1,0.0339,133.975,0.561
4,Senorita,3TAhWtQnpoL5Vl9VQPl9fU,Farhan Akhtar,0.134,0.701,229576,0.681,0,9,0.064,-6.442,1,0.0466,122.539,0.81
4,Te Amo (Duet),3x55c9UVpbURc2T02DLfEM,Ash King,0.606,0.592,284723,0.757,0,11,0.251,-5.381,1,0.053,127.939,0.598
5,Pani Da Rang (Male),44gvSP8Kpx6P7VSRHL9dN8,Ayushmann Khurrana,0.172,0.672,239333,0.67,0.000198,4,0.197,-7.257,0,0.0315,98.032,0.533
5,Kabira,4bD9z9qa4qg9BhryvYWB7c,Rekha Bhardwaj,0.481,0.59,223460,0.555,0,2,0.192,-6.852,1,0.0271,84.032,0.191
5,Bin Tere,3bZPdEskcnMdepwCaDSJRl,Shafqat Amanat Ali,0.42,0.585,330360,0.698,3.59E-06,9,0.363,-6.261,1,0.0392,139.831,0.621
5,"Galliyan (From ""Ek Villain"")",517bz7zkWELmyL4eZzJ5R9,Ankit Tiwari,0.445,0.552,340400,0.75,7.37E-05,10,0.291,-5.215,0,0.039,89.999,0.4
5,Abhi Mujh Mein Kahin,73y649QhnXdcm6fRdvfraO,Sonu Nigam,0.755,0.334,364787,0.387,3.94E-05,2,0.113,-9.483,1,0.0332,129.959,0.42
5,Channa Mereya,0H2iJVgorRR0ZFgRqGUjUM,Arijit Singh,0.237,0.476,289333,0.788,2.49E-05,9,0.106,-4.821,0,0.0446,90.066,0.746
5,Pareshaan,5XXJqs7f42R8PAY4Xcr0ax,Shalmali Kholgade,0.421,0.446,292075,0.398,5.48E-05,2,0.112,-11.353,0,0.0358,149.839,0.259
5,Udd Gaye - Bacardi House Party Sessions,6wZJsut8fjiWiMPaccRAOX,Ritviz,0.000712,0.595,180414,0.818,0.0386,11,0.142,-6.189,0,0.0479,144.956,0.48
5,Dil Diyan Gallan,5MnAi6ZF7cE8pAz7wYr9Ta,Atif Aslam,0.565,0.716,260537,0.64,0.00139,2,0.127,-8.726,1,0.025,105.012,0.485
5,Ambarsariya,4qRcjFkFqSpLBzcbLDt7HL,Sona Mohapatra,0.574,0.649,248182,0.458,0,4,0.113,-7.632,0,0.0446,180.071,0.748
5,Khuda Jaane,0gPgdRfB4jdGrlyXS0Vx78,KK,0.391,0.382,333584,0.632,0.000486,8,0.0922,-6.393,1,0.0411,78.936,0.716
5,Aas Paas Khuda,3kuxr8U3QynLzyW82p5hYR,Rahat Fateh Ali Khan,0.335,0.556,319116,0.706,1.80E-06,5,0.137,-5.709,1,0.0336,80.008,0.726
5,Dil Chahta Hai,2r1CHpKRDdzHGJScn5UqjX,Shankar Mahadevan,0.0906,0.813,310080,0.554,1.23E-06,10,0.0629,-9.105,1,0.04,103.953,0.782
5,"Bekhayali (From ""Kabir Singh"")",1feANd8EfcDP5UqSvbheM3,Sachet Tandon,0.45,0.308,371791,0.585,0,9,0.319,-5.18,0,0.0428,171.843,0.345
5,Socha Hai,7IjnfuMNfdrAXbefurdIIR,Farhan Akhtar,0.722,0.593,246132,0.773,0,2,0.117,-5.591,1,0.0339,133.975,0.561
5,Senorita,3TAhWtQnpoL5Vl9VQPl9fU,Farhan Akhtar,0.134,0.701,229576,0.681,0,9,0.064,-6.442,1,0.0466,122.539,0.81
5,Patakha Guddi,7jpmNt5iCtSdXuT1xEGp8O,Sultana,0.25,0.814,285186,0.791,0,11,0.124,-5.057,1,0.0934,130.941,0.902
5,Makhna,0ZHILXmUaVSLEOCWxPQ1ga,Tanishk Bagchi,0.167,0.696,183000,0.704,0,1,0.155,-7.876,1,0.0423,124.972,0.426
5,"London Thumakda (From ""Queen"")",1VY2incfH4TLT9PCbot6lj,Neha Kakkar,0.363,0.835,230468,0.718,0.000919,0,0.0625,-6.614,1,0.0818,139.964,0.64
5,Hawa Hawai,6B0RSaHnLZidlE2w3AjQfO,Suman Sridhar,0.0594,0.695,292307,0.774,0.0179,9,0.0165,-5.754,1,0.232,175.933,0.889
5,Suit Suit,2mwBSO58y92EYmEFpDfmS7,Guru Randhawa,0.14,0.767,190132,0.869,0,2,0.221,-3.381,0,0.0908,98.208,0.751
5,Malang,65bMbbRjIlGyJBgQRi6Qvv,Shilpa Rao,0.172,0.514,273737,0.873,0,4,0.482,-7.76,0,0.139,173.03,0.583
6,Kar Gayi Chull,3fPgIknlkDWXs1l2noKZbp,Badshah,0.0316,0.827,187711,0.737,0.000322,11,0.211,-5.473,0,0.0764,121.99,0.873
6,Pani Da Rang (Male),44gvSP8Kpx6P7VSRHL9dN8,Ayushmann Khurrana,0.172,0.672,239333,0.67,0.000198,4,0.197,-7.257,0,0.0315,98.032,0.533
6,Kabira,4bD9z9qa4qg9BhryvYWB7c,Rekha Bhardwaj,0.481,0.59,223460,0.555,0,2,0.192,-6.852,1,0.0271,84.032,0.191
6,"Galliyan (From ""Ek Villain"")",517bz7zkWELmyL4eZzJ5R9,Ankit Tiwari,0.445,0.552,340400,0.75,7.37E-05,10,0.291,-5.215,0,0.039,89.999,0.4
6,Abhi Mujh Mein Kahin,73y649QhnXdcm6fRdvfraO,Sonu Nigam,0.755,0.334,364787,0.387,3.94E-05,2,0.113,-9.483,1,0.0332,129.959,0.42
6,Kabhi Kabhi Aditi,3APdIdF8H0jsxSuGOqXedS,Rashid Ali,0.276,0.791,218836,0.558,0,7,0.0859,-7.155,0,0.0661,95.077,0.872
6,Zehnaseeb,3xF15SqY32Mno3UUMBirhU,Vishal-Shekhar,0.363,0.623,217440,0.595,0.000131,7,0.353,-6.342,1,0.0331,78.029,0.418
6,Subhanallah,0GQngE2rOYvlKwEQjTAsP8,Sreeram,0.452,0.302,249707,0.494,0,9,0.134,-5.041,1,0.0451,88.586,0.454
6,Love You Zindagi,6k3XXCE1ZzwevQlxf8dNaw,Amit Trivedi,0.06,0.688,232505,0.701,0.0301,3,0.271,-7.505,1,0.0298,110.019,0.385
6,Dil Dhadakne Do,46elU7IBKWf55D5sjHGqO7,Joi Barua,0.0705,0.778,230319,0.599,0,2,0.59,-4.758,1,0.032,116.951,0.949
6,Senorita,3TAhWtQnpoL5Vl9VQPl9fU,Farhan Akhtar,0.134,0.701,229576,0.681,0,9,0.064,-6.442,1,0.0466,122.539,0.81
6,Pichle Saat Dinon Mein (Album Version),1QQqHS80CpR8tA2lR8O65y,Farhan Akhtar,0.346,0.717,187942,0.772,1.05E-06,7,0.134,-5.852,1,0.0522,106.077,0.792
6,Mere Rashke Qamar,4sNiMTu47WkUgW87qeUlWF,Rahat Fateh Ali Khan,0.404,0.718,220382,0.83,2.50E-05,4,0.124,-5.488,0,0.0505,105.012,0.771
6,Pretty Woman,3rsx3pDYM3a08O0Yu3Tq6V,Shankar-Ehsaan-Loy,0.124,0.677,353880,0.942,0.0132,11,0.0819,-6.105,0,0.16,173.991,0.598
6,"Ye Ishq Hai (From ""Jab We Met"")",1UHVj0W8BRn08AXvWcv8i6,Shreya Ghoshal,0.436,0.823,280974,0.637,2.15E-06,5,0.255,-7.127,0,0.159,118.043,0.873
6,Ainvayi Ainvayi,74AqVxZ3oXwJ8olHssBUG3,Sunidhi Chauhan,0.0339,0.689,267624,0.742,0.0046,3,0.0928,-7.571,0,0.0413,155.986,0.876
6,Offo,3f26GAn3yOXfoclLyN8AdD,Aditi Singh Sharma,0.0158,0.799,213942,0.609,0,3,0.0642,-6.729,1,0.0448,130.031,0.758
6,"O Saki Saki (From ""Batla House"")",5djZm1zFGcJUSUqbBjrAZH,Tulsi Kumar,0.163,0.737,191089,0.961,0,10,0.361,-0.155,0,0.0747,108.014,0.567
6,Radha,6f7zyAEUCZuvX4Zty62Z5o,Shreya Ghoshal,0.11,0.804,341360,0.748,0,1,0.0998,-14.163,0,0.0616,131.989,0.699
6,Aunty Ji,0e5STSwtLEXKN4ygFYydJd,Ash King,0.0535,0.665,274784,0.801,3.09E-06,0,0.3,-5.95,1,0.0972,159.854,0.899
6,"Nagada Nagada (From ""Jab We Met"")",2zUBKkcSC6XsE2YVUYdZK5,Sonu Nigam,0.157,0.757,228469,0.942,0.0079,9,0.507,-4.13,0,0.0461,120.006,0.727
6,Bole Chudiyan,1uzkWkIaWaxzHJgJ4Fy5rO,Alka Yagnik,0.45,0.59,408133,0.875,1.18E-05,5,0.164,-5.294,1,0.171,96.915,0.736
6,Dilliwaali Girlfriend,6p56DuuwZQYSNgeB7fgRkZ,Arijit Singh,0.0811,0.688,260552,0.941,2.89E-06,6,0.0697,-5.23,0,0.0583,138.047,0.909
6,Gallan Goodiyaan,7hNYvX0qAKrxtVr1jGDmvR,Farhan Akhtar,0.134,0.83,296500,0.858,1.72E-05,6,0.0567,-3.18,0,0.0554,119.974,0.949
6,O O Jaane Jaana,7fl15uWBpbKrzrmEm48ZyP,Kamaal Khan,0.122,0.781,345240,0.766,0.000104,7,0.121,-8.728,1,0.0564,106.193,0.798
6,"Dil Chori (From ""Sonu Ke Titu Ki Sweety"")",3NKuSd9Qa5fzwhqiuKYFh4,Yo Yo Honey Singh,0.502,0.765,226696,0.89,0,5,0.0423,-4.608,0,0.0824,99.961,0.918
6,Chammak Challo,0EH7sgeiFqDa3eS7ieW2zs,Akon,0.0696,0.742,227091,0.879,7.17E-06,0,0.0981,-4.274,0,0.0328,133.946,0.936
6,"Chor Bazari (From ""Love Aaj Kal "")",6XE0MxTJdLWEePTCqAw5xr,Neeraj Shridhar,0.368,0.824,257440,0.757,0.000111,11,0.146,-5.047,1,0.0743,100.027,0.97
7,"Galliyan (From ""Ek Villain"")",517bz7zkWELmyL4eZzJ5R9,Ankit Tiwari,0.445,0.552,340400,0.75,7.37E-05,10,0.291,-5.215,0,0.039,89.999,0.4
7,Saibo,6udC4b4jOSnHb9ItnXgKLR,Shreya Ghoshal,0.736,0.619,195253,0.428,1.27E-05,2,0.136,-7.867,1,0.0281,90.056,0.542
7,Ishq Wala Love,1hQia6rxgfM1ly2hE3StWp,Vishal-Shekhar,0.533,0.711,257973,0.295,4.80E-05,0,0.0782,-12.377,0,0.0334,135.048,0.694
7,Enna Sona,6bdpj89aYEBjhpsenXAsmO,Arijit Singh,0.635,0.717,213632,0.416,1.43E-06,7,0.0976,-9.875,0,0.0303,100.026,0.381
7,"Suraj Hua Maddham (From ""Kabhi Khushi Kabhie Gham"")",2bTOQ3zfHVDEBX9ffy3JzR,Sonu Nigam,0.329,0.626,427547,0.69,0.000209,5,0.134,-5.851,1,0.0595,79.995,0.566
7,Dil Diyan Gallan,5MnAi6ZF7cE8pAz7wYr9Ta,Atif Aslam,0.565,0.716,260537,0.64,0.00139,2,0.127,-8.726,1,0.025,105.012,0.485
7,Ambarsariya,4qRcjFkFqSpLBzcbLDt7HL,Sona Mohapatra,0.574,0.649,248182,0.458,0,4,0.113,-7.632,0,0.0446,180.071,0.748
7,Khuda Jaane,0gPgdRfB4jdGrlyXS0Vx78,KK,0.391,0.382,333584,0.632,0.000486,8,0.0922,-6.393,1,0.0411,78.936,0.716
7,Love You Zindagi,6k3XXCE1ZzwevQlxf8dNaw,Amit Trivedi,0.06,0.688,232505,0.701,0.0301,3,0.271,-7.505,1,0.0298,110.019,0.385
7,Dil Kyun Yeh Mera,5nHwX7e5XHnie22nuTFgda,KK,0.613,0.486,333200,0.382,8.56E-05,6,0.149,-6.183,1,0.0286,125.918,0.164
7,Senorita,3TAhWtQnpoL5Vl9VQPl9fU,Farhan Akhtar,0.134,0.701,229576,0.681,0,9,0.064,-6.442,1,0.0466,122.539,0.81
7,Ikk Kudi,1NgRBQQD8ZHy6lv79KyeZO,Shahid Mallya,0.723,0.641,242862,0.374,1.64E-05,11,0.135,-6.731,1,0.0284,120.035,0.265
7,Te Amo (Duet),3x55c9UVpbURc2T02DLfEM,Ash King,0.606,0.592,284723,0.757,0,11,0.251,-5.381,1,0.053,127.939,0.598
7,Lamberghini,7cFuzwgbtHXmSKuCzo0qCW,The Doorbeen,0.5,0.957,216905,0.579,0,11,0.0737,-7.257,1,0.0512,103.981,0.856
7,Badtameez Dil,4eu27jAU2bbnyHUC3G75U8,Benny Dayal,0.24,0.805,252760,0.932,0,2,0.216,-2.228,0,0.0684,106.019,0.792
7,Why This Kolaveri Di? - The Soup of Love,5AjYjRsiIPAKjRP182ocKB,Dhanush,0.543,0.816,260013,0.774,1.58E-05,5,0.394,-4.341,0,0.153,140.016,0.884
7,"Chogada (From ""Loveyatri"")",4ymPEyiXabTe1NO8q8EFxG,Darshan Raval,0.136,0.359,249742,0.972,2.52E-06,7,0.14,-3.452,1,0.109,62.914,0.595
7,Manali Trance,3OZr3vo7SmYpn5XqeQEAOM,Neha Kakkar,0.00814,0.614,203207,0.842,1.33E-05,6,0.212,-4.109,1,0.0745,156.051,0.915
7,Saturday Saturday,7MvQQGqYE4r0ucTarmI2Gr,Badshah,0.149,0.847,210799,0.938,0,8,0.107,-4.615,1,0.0974,130.02,0.786
7,High Heels,7q7eYVerltlW2sYBuga6Mj,Yo Yo Honey Singh,0.394,0.891,297771,0.913,0.000173,1,0.373,-4.453,1,0.149,130.045,0.772
7,"Dil Chori (From ""Sonu Ke Titu Ki Sweety"")",3NKuSd9Qa5fzwhqiuKYFh4,Yo Yo Honey Singh,0.502,0.765,226696,0.89,0,5,0.0423,-4.608,0,0.0824,99.961,0.918
7,Gallan Goodiyaan,7hNYvX0qAKrxtVr1jGDmvR,Farhan Akhtar,0.134,0.83,296500,0.858,1.72E-05,6,0.0567,-3.18,0,0.0554,119.974,0.949
7,Dilliwaali Girlfriend,6p56DuuwZQYSNgeB7fgRkZ,Arijit Singh,0.0811,0.688,260552,0.941,2.89E-06,6,0.0697,-5.23,0,0.0583,138.047,0.909
7,"Coca Cola (From ""Luka Chuppi"")",4bKkdGBttnK4SYjT4zPC1U,Neha Kakkar,0.121,0.722,179225,0.867,0.0052,0,0.123,-3.652,0,0.0904,102.009,0.893
7,"Coca Cola (From ""Luka Chuppi"")",4bKkdGBttnK4SYjT4zPC1U,Neha Kakkar,0.121,0.722,179225,0.867,0.0052,0,0.123,-3.652,0,0.0904,102.009,0.893
7,Kala Chashma,3HhzqHPEN33a5UCKSfZpgi,Badshah,0.0984,0.801,187006,0.856,6.62E-05,0,0.228,-4.233,1,0.065,106.026,0.919
7,"Ghungroo (From ""War"")",0WdbnNKO0Jt4BZACSDQh44,Arijit Singh,0.0744,0.695,302935,0.727,0.000175,6,0.533,-6.274,0,0.0323,118.034,0.864
7,Amplifier,0l1i3nJ4aDMk0inxnvzYTz,Imran Khan,0.0209,0.727,232907,0.714,0,2,0.153,-4.494,1,0.0872,164.003,0.618
7,The Breakup Song,5FihcmME7NlwW8KbYOaHVH,Arijit Singh,0.33,0.818,252632,0.93,0,11,0.658,-2.982,1,0.247,113.988,0.831
7,Tu Meri,39TJkE0AEkfWii8VB3JqSV,Vishal-Shekhar,0.0773,0.679,257089,0.688,0,8,0.704,-5.522,1,0.0293,127.951,0.424
7,Wake Up Sid!,4BJI0anpEdv4uUw3fUXYpr,Shankar-Ehsaan-Loy,0.0774,0.72,231240,0.651,0,2,0.11,-6.844,1,0.0346,128.023,0.824
7,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")",7ofWUKeNCUw1P64ArIwG9b,Tanishk Bagchi,0.15,0.8,177383,0.972,0.00337,10,0.351,-2.053,0,0.0405,110.054,0.694
7,Mercy,6CuJUdvZuGAGxCbN3dq81s,Badshah,0.0732,0.836,162405,0.767,0.00018,4,0.174,-5.179,0,0.0885,89.956,0.791
7,"Hai Junoon (From ""New York"")",2a2GfFJ4di8n1EgtUomtuz,KK,0.539,0.739,331572,0.664,1.14E-06,2,0.0856,-10.582,1,0.0338,106.021,0.878
7,Soni De Nakhre,4tBMbRwLJa5BjwJ6FrBlks,Wajid,0.00698,0.829,261013,0.852,0.000278,6,0.055,-5.4,1,0.0477,131.989,0.912
8,Kar Gayi Chull,3fPgIknlkDWXs1l2noKZbp,Badshah,0.0316,0.827,187711,0.737,0.000322,11,0.211,-5.473,0,0.0764,121.99,0.873
8,Pani Da Rang (Male),44gvSP8Kpx6P7VSRHL9dN8,Ayushmann Khurrana,0.172,0.672,239333,0.67,0.000198,4,0.197,-7.257,0,0.0315,98.032,0.533
8,Kabira,4bD9z9qa4qg9BhryvYWB7c,Rekha Bhardwaj,0.481,0.59,223460,0.555,0,2,0.192,-6.852,1,0.0271,84.032,0.191
8,"Dooriyan (From ""Love Aaj Kal"")",4peiaLdhDgUgQ646Gpbvh3,Mohit Chauhan,0.611,0.517,337360,0.716,0,7,0.11,-6.582,0,0.0509,122.952,0.594
8,Roobaroo,3vqJY3pVELLIxqXXyI08yr,A.R. Rahman,0.661,0.675,282973,0.582,5.56E-06,9,0.0854,-8.891,1,0.0277,120.991,0.538
8,Tum Se Hi,7eQl3Yqv35ioqUfveKHitE,Mohit Chauhan,0.328,0.609,321225,0.538,0,6,0.125,-7.842,1,0.0273,130.007,0.608
8,Mitwa,4BTPzhEsyW3blWcxcuhLM0,Shankar Mahadevan,0.295,0.63,382973,0.63,1.26E-05,4,0.0934,-7.525,1,0.0364,107.103,0.517
8,Udd Gaye - Bacardi House Party Sessions,6wZJsut8fjiWiMPaccRAOX,Ritviz,0.000712,0.595,180414,0.818,0.0386,11,0.142,-6.189,0,0.0479,144.956,0.48
8,Aas Paas Khuda,3kuxr8U3QynLzyW82p5hYR,Rahat Fateh Ali Khan,0.335,0.556,319116,0.706,1.80E-06,5,0.137,-5.709,1,0.0336,80.008,0.726
8,"Kaise Hua (From ""Kabir Singh"")",1y1rQTkWmrZdJmjwuK07GC,Vishal Mishra,0.452,0.385,234722,0.464,0,2,0.109,-6.975,1,0.0404,137.839,0.15
8,Ik Junoon (Paint It Red),7e6qTHVfRdaYsio90s1fHC,Vishal Dadlani,0.364,0.79,299119,0.848,0.00147,2,0.148,-7.798,1,0.0508,127.034,0.641
8,Pichle Saat Dinon Mein (Album Version),1QQqHS80CpR8tA2lR8O65y,Farhan Akhtar,0.346,0.717,187942,0.772,1.05E-06,7,0.134,-5.852,1,0.0522,106.077,0.792
8,Pehli Baar,39GcR1iJpR2RX629O0zuW5,Sukriti Kakar,0.00147,0.734,263810,0.738,0,9,0.113,-4.606,0,0.0368,126.007,0.813
8,Subha Hone Na De,6WediUhXDfm8FR3wlM0r3G,Mika Singh,0.0805,0.728,288696,0.9,0.0485,8,0.154,-4.529,1,0.0452,131.971,0.503
8,Makhna,0ZHILXmUaVSLEOCWxPQ1ga,Tanishk Bagchi,0.167,0.696,183000,0.704,0,1,0.155,-7.876,1,0.0423,124.972,0.426
8,Sher Aaya Sher,2qPNdVlqZl1cYqsNc3MXnA,DIVINE,0.0433,0.832,134352,0.657,2.93E-05,7,0.0752,-7.755,1,0.209,104.005,0.756
8,Suit Suit,2mwBSO58y92EYmEFpDfmS7,Guru Randhawa,0.14,0.767,190132,0.869,0,2,0.221,-3.381,0,0.0908,98.208,0.751
8,Daru Badnaam,2TzyJEUfWHGRsk3r6Emvbk,Kamal Kahlon,0.442,0.541,185333,0.676,0,8,0.159,-3.893,0,0.153,90.037,0.845
8,"Ilahi (From ""Yeh Jawaani Hai Deewani"")",0VxgNsSywsjapKGXvzj8RH,Arijit Singh,0.166,0.594,228982,0.967,2.54E-05,9,0.105,-5.767,1,0.0857,132.009,0.452
8,Rock On!!,6fABlNfAOylt7ZxfX8K1XL,Farhan Akhtar,0.175,0.747,231819,0.849,1.23E-06,7,0.126,-5.916,1,0.0581,113.034,0.671
8,Sinbad The Sailor,03VTytguq5MS6e3x03y5i1,Farhan Akhtar,0.415,0.592,387262,0.871,2.01E-05,0,0.349,-6.073,1,0.05,134.921,0.526
8,Tum Mile,1EjxJHY9A6LMOlvyZdwDly,Pritam,0.319,0.738,343787,0.799,4.89E-06,0,0.31,-6.663,1,0.0334,123.011,0.794
8,Blue Eyes,7wW9scVNLYFLsmBb1yAUmS,Yo Yo Honey Singh,0.137,0.77,220944,0.51,0.000106,10,0.0346,-5.469,0,0.192,188.067,0.533
8,"Ghungroo (From ""War"")",0WdbnNKO0Jt4BZACSDQh44,Arijit Singh,0.0744,0.695,302935,0.727,0.000175,6,0.533,-6.274,0,0.0323,118.034,0.864
8,Iktara,3jtKSUiVDowKNBqVQbWaig,Kavita Seth,0.401,0.616,253773,0.525,0.000484,7,0.309,-7.065,1,0.0258,79.976,0.427
8,Agar Tum Saath Ho,70W29IwaPMRo86tCan6tqI,Arijit Singh,0.551,0.558,341185,0.521,0.000212,3,0.189,-8.798,1,0.0333,122.925,0.409
8,Tu Meri,39TJkE0AEkfWii8VB3JqSV,Vishal-Shekhar,0.0773,0.679,257089,0.688,0,8,0.704,-5.522,1,0.0293,127.951,0.424
8,Barso,2mv5anj69awqE6R936e0hZ,Ritviz,0.0265,0.536,257143,0.829,0.00659,2,0.124,-6.831,1,0.0318,140.045,0.0379
8,Pehla Pyaar,0ojpEubhy4JNeVftmVuiN7,Armaan Malik,0.558,0.607,272533,0.713,4.98E-05,4,0.101,-5.105,1,0.03,124.87,0.611
8,Kaam 25 - Sacred Games,6Kynli1iHBqJRWUCohcV9h,DIVINE,0.0473,0.484,149525,0.948,0,1,0.0565,-4.296,0,0.451,125.645,0.686
8,Choo Lo,2qgXrzJsry4KgYoJCpuaul,The Local Train,0.0265,0.512,233630,0.695,0.00815,4,0.146,-6.349,1,0.0271,145.957,0.351
8,Chal Bombay,6AooRgSRDzbCYL4NZ4RCjU,DIVINE,0.0434,0.862,174000,0.619,0,6,0.117,-6.645,0,0.318,95.036,0.512
9,Sham,5Q58RkKyUafm15Syxg79DW,Amit Trivedi,0.827,0.722,284627,0.288,1.06E-05,4,0.12,-10.767,1,0.0444,119.899,0.502
9,Pani Da Rang (Male),44gvSP8Kpx6P7VSRHL9dN8,Ayushmann Khurrana,0.172,0.672,239333,0.67,0.000198,4,0.197,-7.257,0,0.0315,98.032,0.533
9,Samjhawan,0rk2X5TAhraBC5aCIXK2Rq,Arijit Singh,0.293,0.65,269185,0.482,0,4,0.0811,-8.667,1,0.0281,106.994,0.517
9,Kabira,4bD9z9qa4qg9BhryvYWB7c,Rekha Bhardwaj,0.481,0.59,223460,0.555,0,2,0.192,-6.852,1,0.0271,84.032,0.191
9,Bulleya,0Bz7dfqPY4JOGZO3O1j8Wh,Pritam,0.497,0.552,348966,0.769,0,2,0.112,-4.504,0,0.0465,86.957,0.702
9,"Bolna (From ""Kapoor & Sons (Since 1921)"")",3GrCQPpKqKzOcKfMAoqn82,Tanishk Bagchi,0.598,0.488,212832,0.403,4.26E-06,5,0.434,-7.004,1,0.0272,131.496,0.495
9,Sajdaa,5upmbnXemLfPvs3d2eyHml,Shankar-Ehsaan-Loy,0.726,0.468,365707,0.737,0.00272,8,0.0655,-7.274,1,0.0765,79.448,0.572
9,Channa Mereya,0H2iJVgorRR0ZFgRqGUjUM,Arijit Singh,0.237,0.476,289333,0.788,2.49E-05,9,0.106,-4.821,0,0.0446,90.066,0.746
