playlistnumber,songname,id,artistname,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
9,Khaabon Ke Parinday,14eotumM24MhIgzidgN3Jx,Alyssa Mendonsa,0.721,0.517,251704,0.565,0.00689,9,0.0997,-10.184,1,0.0441,169.952,0.69
9,Pareshaan,5XXJqs7f42R8PAY4Xcr0ax,Shalmali Kholgade,0.421,0.446,292075,0.398,5.48E-05,2,0.112,-11.353,0,0.0358,149.839,0.259
9,Udd Gaye - Bacardi House Party Sessions,6wZJsut8fjiWiMPaccRAOX,Ritviz,0.000712,0.595,180414,0.818,0.0386,11,0.142,-6.189,0,0.0479,144.956,0.48
9,Sun Saathiya,0zuqABAUKs8WLVq8vCmfst,Priya Saraiya,0.604,0.456,218724,0.668,0.000145,9,0.141,-7.795,0,0.0373,144.062,0.263
9,Moh Moh Ke Dhaage (Male),189DQylImZ1hGZaIpAQUzx,Papon,0.741,0.634,322900,0.344,6.09E-05,2,0.111,-11.011,1,0.0288,128,0.409
9,Sooraj Ki Baahon Mein,723xQva0yBF7M6K3nDAG8R,Dominique Cerejo,0.19,0.855,202919,0.553,5.19E-06,11,0.0942,-6.52,1,0.0331,124.922,0.874
9,Naina Da Kya Kasoor,4JQxGJ8jsKW8pOUVoAgOZr,Amit Trivedi,0.159,0.845,210952,0.659,0.0129,9,0.0782,-6.348,1,0.0373,125.965,0.547
9,Mera Mann Kehne Laga,1ai3itvPFcWilE9NX0JTCf,Falak Shabbir,0.714,0.46,227335,0.444,2.65E-05,7,0.0881,-6.217,1,0.123,74.977,0.7
9,Uff Teri Adaa,0og9wKFGgFFNQnrBe7eisG,Shankar Mahadevan,0.00536,0.647,304089,0.792,5.82E-05,2,0.054,-9.815,1,0.0373,132.032,0.306
9,"Kaise Hua (From ""Kabir Singh"")",1y1rQTkWmrZdJmjwuK07GC,Vishal Mishra,0.452,0.385,234722,0.464,0,2,0.109,-6.975,1,0.0404,137.839,0.15
9,Daryaa,3ExeNEpJJQXfmq1cwj0LVo,Shahid Mallya,0.148,0.565,261918,0.527,2.30E-06,8,0.103,-5.035,1,0.0252,91.989,0.231
9,Sau Aasmaan,0zHZSO80CTxNtvtRhveHRJ,Armaan Malik,0.123,0.63,234737,0.729,8.00E-06,6,0.0786,-4.93,1,0.0287,127.919,0.44
9,Jeet,4ye8U0982eHtlhlvePpxtP,Ritviz,0.357,0.787,184848,0.734,0.00101,0,0.0625,-6.464,1,0.0701,98.989,0.634
9,Apna Time Aayega,5uaIbU3oHHcSOK6WFNK5nj,Ranveer Singh,0.0187,0.766,140463,0.618,0.000115,11,0.181,-8.552,0,0.124,95.054,0.513
9,Makhna,0ZHILXmUaVSLEOCWxPQ1ga,Tanishk Bagchi,0.167,0.696,183000,0.704,0,1,0.155,-7.876,1,0.0423,124.972,0.426
9,Lamberghini,7cFuzwgbtHXmSKuCzo0qCW,The Doorbeen,0.5,0.957,216905,0.579,0,11,0.0737,-7.257,1,0.0512,103.981,0.856
9,"Chogada (From ""Loveyatri"")",4ymPEyiXabTe1NO8q8EFxG,Darshan Raval,0.136,0.359,249742,0.972,2.52E-06,7,0.14,-3.452,1,0.109,62.914,0.595
9,Tareefan - Original,6fTEiqvwttauVDmDmDwD2T,Chdry Saqib,0.0899,0.829,186201,0.63,3.19E-06,5,0.167,-7.094,0,0.0778,98.043,0.345
9,Kamariya,5cjVsWqIkBQC7acTRhL0RO,Aastha Gill,0.143,0.825,187983,0.666,2.81E-06,4,0.237,-4.847,0,0.0554,96.987,0.763
9,Zingaat,5raWEZXYAapq6Qw1GIEIkU,Ajay-Atul,0.359,0.834,226502,0.788,0.27,6,0.396,-7.294,0,0.213,130.032,0.705
9,Daru Badnaam,2TzyJEUfWHGRsk3r6Emvbk,Kamal Kahlon,0.442,0.541,185333,0.676,0,8,0.159,-3.893,0,0.153,90.037,0.845
9,"Ilahi (From ""Yeh Jawaani Hai Deewani"")",0VxgNsSywsjapKGXvzj8RH,Arijit Singh,0.166,0.594,228982,0.967,2.54E-05,9,0.105,-5.767,1,0.0857,132.009,0.452
9,Bahara,1gwO79MdYdumgIjxq8eCxB,Shreya Ghoshal,0.0718,0.456,325707,0.739,7.24E-06,5,0.134,-6.733,1,0.0402,85.773,0.72
9,"Sooraj Dooba Hain (From ""Roy"")",5HcBFhFQEtqKrsRkr95XYu,Arijit Singh,0.172,0.616,264854,0.75,0,2,0.137,-4.629,1,0.0594,128.051,0.434
9,"Ghungroo (From ""War"")",0WdbnNKO0Jt4BZACSDQh44,Arijit Singh,0.0744,0.695,302935,0.727,0.000175,6,0.533,-6.274,0,0.0323,118.034,0.864
9,Iktara,3jtKSUiVDowKNBqVQbWaig,Kavita Seth,0.401,0.616,253773,0.525,0.000484,7,0.309,-7.065,1,0.0258,79.976,0.427
9,Naina,0Yld4eVEV6rBvpijVU2s6l,Arijit Singh,0.772,0.501,225750,0.445,0,6,0.117,-8.432,1,0.0337,80.086,0.388
9,Machayenge,1wCLqMvEMOpNKUXVERjDPz,Emiway Bantai,0.212,0.743,150863,0.747,0.000118,5,0.0908,-4.837,0,0.0952,104.938,0.709
9,Choo Lo,2qgXrzJsry4KgYoJCpuaul,The Local Train,0.0265,0.512,233630,0.695,0.00815,4,0.146,-6.349,1,0.0271,145.957,0.351
9,Barso,2mv5anj69awqE6R936e0hZ,Ritviz,0.0265,0.536,257143,0.829,0.00659,2,0.124,-6.831,1,0.0318,140.045,0.0379
9,Mere Sohneya,7sJQv0LRPgM2xCkkdWOlyj,Sachet Tandon,0.558,0.376,193356,0.643,0,9,0.217,-5.713,1,0.0411,136.224,0.646
9,Scene Kya Hai,1Tm8tDWXPkddbkyALZN8Y6,Nucleya,0.00185,0.664,152113,0.899,9.52E-06,0,0.732,-6.827,1,0.232,142.025,0.692
9,"Hai Junoon (From ""New York"")",2a2GfFJ4di8n1EgtUomtuz,KK,0.539,0.739,331572,0.664,1.14E-06,2,0.0856,-10.582,1,0.0338,106.021,0.878
9,Kab Se Kab Tak,5J9PZD8kTuzfsBbbUh1oHu,Ranveer Singh,0.565,0.772,213242,0.588,0.000908,9,0.106,-10.315,0,0.226,82.969,0.262
10,Sham,5Q58RkKyUafm15Syxg79DW,Amit Trivedi,0.827,0.722,284627,0.288,1.06E-05,4,0.12,-10.767,1,0.0444,119.899,0.502
10,Kabira,4bD9z9qa4qg9BhryvYWB7c,Rekha Bhardwaj,0.481,0.59,223460,0.555,0,2,0.192,-6.852,1,0.0271,84.032,0.191
10,Tere Bina,4FeczSomVWVyU4FW7xDeAI,A.R. Rahman,0.278,0.744,309640,0.7,0.000155,2,0.068,-7.663,1,0.0376,144.043,0.866
10,Saibo,6udC4b4jOSnHb9ItnXgKLR,Shreya Ghoshal,0.736,0.619,195253,0.428,1.27E-05,2,0.136,-7.867,1,0.0281,90.056,0.542
10,"Dooriyan (From ""Love Aaj Kal"")",4peiaLdhDgUgQ646Gpbvh3,Mohit Chauhan,0.611,0.517,337360,0.716,0,7,0.11,-6.582,0,0.0509,122.952,0.594
10,Bin Tere,3bZPdEskcnMdepwCaDSJRl,Shafqat Amanat Ali,0.42,0.585,330360,0.698,3.59E-06,9,0.363,-6.261,1,0.0392,139.831,0.621
10,Roobaroo,3vqJY3pVELLIxqXXyI08yr,A.R. Rahman,0.661,0.675,282973,0.582,5.56E-06,9,0.0854,-8.891,1,0.0277,120.991,0.538
10,Tum Se Hi,7eQl3Yqv35ioqUfveKHitE,Mohit Chauhan,0.328,0.609,321225,0.538,0,6,0.125,-7.842,1,0.0273,130.007,0.608
10,Mitwa,4BTPzhEsyW3blWcxcuhLM0,Shankar Mahadevan,0.295,0.63,382973,0.63,1.26E-05,4,0.0934,-7.525,1,0.0364,107.103,0.517
10,Dil Se Re,30yySOIXHZYx94sLAySy2j,A.R. Rahman,0.00882,0.844,405707,0.442,0.000498,9,0.0879,-16.54,1,0.0691,105.986,0.436
10,Kabhi Kabhi Aditi,3APdIdF8H0jsxSuGOqXedS,Rashid Ali,0.276,0.791,218836,0.558,0,7,0.0859,-7.155,0,0.0661,95.077,0.872
10,Udd Gaye - Bacardi House Party Sessions,6wZJsut8fjiWiMPaccRAOX,Ritviz,0.000712,0.595,180414,0.818,0.0386,11,0.142,-6.189,0,0.0479,144.956,0.48
10,In Dino,6YycppSAeGtSvwmu8qCcr2,Pritam,0.513,0.406,397027,0.633,0,0,0.116,-6.989,1,0.0379,101.436,0.344
10,Subhanallah,0GQngE2rOYvlKwEQjTAsP8,Sreeram,0.452,0.302,249707,0.494,0,9,0.134,-5.041,1,0.0451,88.586,0.454
10,Love You Zindagi,6k3XXCE1ZzwevQlxf8dNaw,Amit Trivedi,0.06,0.688,232505,0.701,0.0301,3,0.271,-7.505,1,0.0298,110.019,0.385
10,Naina Da Kya Kasoor,4JQxGJ8jsKW8pOUVoAgOZr,Amit Trivedi,0.159,0.845,210952,0.659,0.0129,9,0.0782,-6.348,1,0.0373,125.965,0.547
10,Aas Paas Khuda,3kuxr8U3QynLzyW82p5hYR,Rahat Fateh Ali Khan,0.335,0.556,319116,0.706,1.80E-06,5,0.137,-5.709,1,0.0336,80.008,0.726
10,Dil Chahta Hai,2r1CHpKRDdzHGJScn5UqjX,Shankar Mahadevan,0.0906,0.813,310080,0.554,1.23E-06,10,0.0629,-9.105,1,0.04,103.953,0.782
10,Dil Dhadakne Do,46elU7IBKWf55D5sjHGqO7,Joi Barua,0.0705,0.778,230319,0.599,0,2,0.59,-4.758,1,0.032,116.951,0.949
10,Uff Teri Adaa,0og9wKFGgFFNQnrBe7eisG,Shankar Mahadevan,0.00536,0.647,304089,0.792,5.82E-05,2,0.054,-9.815,1,0.0373,132.032,0.306
10,Woh Ladki Hai Kahan,2tO0QPdCA0jgDBshTuYYkc,Shaan,0.172,0.786,306133,0.677,0.000104,8,0.0446,-8.624,1,0.183,94.985,0.858
10,Pichle Saat Dinon Mein (Album Version),1QQqHS80CpR8tA2lR8O65y,Farhan Akhtar,0.346,0.717,187942,0.772,1.05E-06,7,0.134,-5.852,1,0.0522,106.077,0.792
10,Jeet,4ye8U0982eHtlhlvePpxtP,Ritviz,0.357,0.787,184848,0.734,0.00101,0,0.0625,-6.464,1,0.0701,98.989,0.634
10,"Chor Bazari (From ""Love Aaj Kal "")",6XE0MxTJdLWEePTCqAw5xr,Neeraj Shridhar,0.368,0.824,257440,0.757,0.000111,11,0.146,-5.047,1,0.0743,100.027,0.97
10,Makhna,0ZHILXmUaVSLEOCWxPQ1ga,Tanishk Bagchi,0.167,0.696,183000,0.704,0,1,0.155,-7.876,1,0.0423,124.972,0.426
10,Badtameez Dil,4eu27jAU2bbnyHUC3G75U8,Benny Dayal,0.24,0.805,252760,0.932,0,2,0.216,-2.228,0,0.0684,106.019,0.792
10,"Twist (From ""Love Aaj Kal"")",2W94YEMyahGhIrsjx35dVQ,Neeraj Shridhar,0.0393,0.721,299440,0.944,5.86E-05,7,0.0747,-4.995,1,0.142,109.014,0.728
10,"Aahun Aahun (From ""Love Aaj Kal"")",1WrrcqB5cmqxJIJMcYk6fj,Neeraj Shridhar,0.154,0.536,290493,0.903,4.50E-05,1,0.064,-5.501,0,0.307,129.965,0.656
10,"Chogada (From ""Loveyatri"")",4ymPEyiXabTe1NO8q8EFxG,Darshan Raval,0.136,0.359,249742,0.972,2.52E-06,7,0.14,-3.452,1,0.109,62.914,0.595
10,Salaam Namaste,7fuze7SkVTRISfwqErqJCn,Kunal Ganjawala,0.217,0.69,276167,0.868,0,5,0.325,-6.472,1,0.0889,96.99,0.69
10,Sweety Tera Drama,5aXsYlFhJIOHCvxnna7jdP,Dev Negi,0.16,0.769,146983,0.852,0,5,0.261,-3.107,1,0.154,129.982,0.963
10,Zor Ka Jhatka,7EIq46YALncEzg0fYvLo0L,Daler Mehndi,0.0955,0.742,248131,0.977,0.00012,1,0.101,-3.267,1,0.229,176.103,0.822
10,High Heels,7q7eYVerltlW2sYBuga6Mj,Yo Yo Honey Singh,0.394,0.891,297771,0.913,0.000173,1,0.373,-4.453,1,0.149,130.045,0.772
10,Ishq Tera Tadpave - Oh Ho Ho Ho,3NpNTYETMcXspfs8hE8T7h,Sukhbir,0.0558,0.732,367818,0.963,1.33E-05,10,0.0766,-5.06,1,0.0665,145.048,0.909
10,It's Rocking,2wlqkMm5bMFvhcAorKS3pK,Alisha Chinai,0.145,0.759,297253,0.698,0,2,0.0357,-7.79,1,0.194,100.059,0.765
10,Sweetheart,6qrb4ganbSTzcDDOo1pzMT,Dev Negi,0.376,0.768,212196,0.806,1.65E-06,8,0.0787,-6.277,1,0.0517,123.039,0.925
10,Daru Badnaam,2TzyJEUfWHGRsk3r6Emvbk,Kamal Kahlon,0.442,0.541,185333,0.676,0,8,0.159,-3.893,0,0.153,90.037,0.845
10,Illegal Weapon,3Oe3VdPn6rAueriQvFhCBA,Jasmine Sandlas,0.488,0.814,230000,0.666,4.23E-05,6,0.108,-6.555,1,0.0635,94.02,0.714
10,Madhubala,44OZwf1pS0nnoPJEz2pqAX,Ali Zafar,0.438,0.797,263236,0.977,0.000503,1,0.0719,-7.181,1,0.107,129.044,0.454
10,Dus Bahane,1vBmaijoCBoqmwc3zs5n3s,KK,0.175,0.833,206947,0.917,1.92E-06,7,0.109,-5.498,1,0.0597,110.001,0.874
10,"Ilahi (From ""Yeh Jawaani Hai Deewani"")",0VxgNsSywsjapKGXvzj8RH,Arijit Singh,0.166,0.594,228982,0.967,2.54E-05,9,0.105,-5.767,1,0.0857,132.009,0.452
10,Where's the Party Tonight,6ECucSdJeJmSm3k1k3Vumv,Shaan,0.00269,0.764,378160,0.863,0,2,0.27,-5.414,0,0.0416,132.021,0.92
10,It's the Time to Disco,3hCUkos0NxuSFl73oOHJzb,Shankar-Ehsaan-Loy,0.0452,0.902,333093,0.772,0.000129,6,0.12,-8.29,0,0.0383,131.992,0.808
10,Kajra Re,72HdutlIHBZJ7WT1xVAAZT,Alisha Chinai,0.365,0.484,482586,0.898,0,0,0.091,-4.132,1,0.164,91.975,0.68
10,"Tumse Milke Dil Ka (From ""Main Hoon Na"")",0QejcQ3N4V7c5kpQnHpVyA,Sonu Nigam,0.0642,0.853,359253,0.745,1.87E-06,9,0.0274,-8.636,0,0.109,107.985,0.882
10,Dance Basanti,1NxlktIRgiAPJ8U06v9veI,Sachin-Jigar,0.166,0.833,223992,0.74,2.74E-06,6,0.363,-4.513,0,0.129,103.035,0.804
10,Bahara,1gwO79MdYdumgIjxq8eCxB,Shreya Ghoshal,0.0718,0.456,325707,0.739,7.24E-06,5,0.134,-6.733,1,0.0402,85.773,0.72
10,Main Kya Karoon,4GagsETs7qfR3cwQkRcXgb,Pritam,0.632,0.784,270333,0.453,0.000502,9,0.102,-8.925,1,0.141,91.013,0.667
10,Nachde Ne Saare,4c8erEn1DjLoDp0CRLkNnq,Jasleen Royal,0.655,0.82,194762,0.907,4.85E-05,7,0.0816,-4.517,1,0.0607,126.062,0.834
10,Azadi,07qSl2sNpFNILaYyZ6yIS9,DIVINE,0.784,0.846,155471,0.693,0.000417,9,0.339,-8.041,1,0.217,97.94,0.456
10,"Milegi Milegi (From ""Stree"")",52uiJsA4FrtAZlgqxCJwJI,Mika Singh,0.0512,0.843,153745,0.892,1.13E-06,2,0.101,-4.371,1,0.0527,125.991,0.655
10,"Ghungroo (From ""War"")",0WdbnNKO0Jt4BZACSDQh44,Arijit Singh,0.0744,0.695,302935,0.727,0.000175,6,0.533,-6.274,0,0.0323,118.034,0.864
10,Nadaan Parinde,6Z394Nd4gW6Ts9hmu3NUjx,A.R. Rahman,0.414,0.507,384000,0.741,3.95E-06,6,0.107,-7.456,0,0.0535,132.903,0.492
10,Na Ja,32LKwbmh6yVsWoRRF8DIvf,Pav Dharia,0.0724,0.772,208000,0.649,0,2,0.0761,-6.411,1,0.143,90.072,0.824
10,Locha-E-Ulfat,0LIdJDwGEJUDruEycKBK80,Benny Dayal,0.0365,0.705,288462,0.74,0,0,0.487,-5.82,1,0.0505,106.953,0.928
10,Maahi Ve,1sbW5E7w8tnqpYk0Frx8QG,A.R. Rahman,0.571,0.604,240784,0.72,1.18E-05,5,0.12,-7.276,1,0.0603,130.995,0.528
10,Pretty Woman,3rsx3pDYM3a08O0Yu3Tq6V,Shankar-Ehsaan-Loy,0.124,0.677,353880,0.942,0.0132,11,0.0819,-6.105,0,0.16,173.991,0.598
10,Jab Mila Tu,6Sp7azay1NZU4wxlFacWCl,Vishal-Shekhar,0.0482,0.626,251853,0.561,0,9,0.304,-6.644,0,0.0304,167.916,0.794
10,Tere Naina,1AXQ4ZCUueIfGGEYAdq9Pe,Shafqat Amanat Ali,0.558,0.551,278547,0.74,0,0,0.144,-7.019,1,0.0452,92.761,0.731
10,Koi Kahe Kehta Rahe,5zKRKQwLVBT1WDJE7XJrnm,Shankar Mahadevan,0.00166,0.749,346200,0.734,6.48E-06,1,0.108,-7.058,1,0.0594,131.975,0.652
10,"Yun Hi Chala Chal (From ""Swades"")",2Q4PfYBPwVBONmzqrtBHFr,Kailash Kher,0.0593,0.822,446987,0.687,0,9,0.0609,-8.167,1,0.0421,106.47,0.816
10,"Hai Junoon (From ""New York"")",2a2GfFJ4di8n1EgtUomtuz,KK,0.539,0.739,331572,0.664,1.14E-06,2,0.0856,-10.582,1,0.0338,106.021,0.878
10,Suno Aisha,0MjL7YQ02qH7nxfayhbmfp,Amit Trivedi,0.33,0.862,260027,0.673,0.00856,7,0.0961,-6.686,1,0.0688,105.003,0.841
10,Rock N Roll Soniye,0W1eHrIACKah9l0Q9v611q,Shankar-Ehsaan-Loy,0.109,0.787,341840,0.871,0,5,0.0426,-6.193,0,0.142,94.998,0.831
10,Aaj Kal Zindagi,6YRbGtSA2ekKeKkHxHEoc7,Shankar Mahadevan,0.222,0.633,254467,0.62,0.00771,4,0.0988,-8.911,1,0.0332,134.857,0.384
10,Wake Up Sid!,4BJI0anpEdv4uUw3fUXYpr,Shankar-Ehsaan-Loy,0.0774,0.72,231240,0.651,0,2,0.11,-6.844,1,0.0346,128.023,0.824
10,Adhoore,298atiKYvG84VfbXNbZiX5,Vishal Dadlani,0.0858,0.799,264210,0.542,1.50E-06,0,0.126,-7.142,1,0.0308,107.993,0.673
10,Kya Mujhe Pyaar Hai,3HFjh7QljnUCBLsoTwMuTj,KK,0.425,0.643,266653,0.759,1.84E-05,6,0.0814,-7.96,0,0.0499,118.481,0.795
10,"Raabta (From ""Agent Vinod"")",6tzckBcK66LzeSA1Opnv35,Arijit Singh,0.7,0.657,243578,0.581,1.75E-05,0,0.116,-8.108,1,0.0298,118.038,0.32
10,Kho Gaye Hum Kahan,6nZiYSBwPQ7fYnVWkkkj4g,Prateek Kuhad,0.983,0.778,213056,0.227,0.14,1,0.113,-16.191,1,0.0379,116.033,0.38
10,Aaoge Tum Kabhi,5VSJ9OfZx8V91A7u8Fuoh1,The Local Train,0.0152,0.534,313163,0.863,0.0167,0,0.144,-4.616,1,0.0357,98.006,0.374
10,Naina,3SHopOL3KEJ8PFl3vJdfmF,Sona Mohapatra,0.636,0.505,225569,0.556,0,3,0.123,-7.49,1,0.0389,160.068,0.367
10,Aye Khuda,1vgVsR5rkXGP4NmUcoroJH,Salim Merchant,0.549,0.656,280497,0.762,0,9,0.139,-6.328,1,0.0315,110.002,0.558
10,Buddhu Sa Mann,1dxbiVeiV7nQ2V9qXnhJiB,Armaan Malik,0.193,0.644,206858,0.87,0,10,0.549,-4.816,1,0.0394,125.998,0.702
10,Sauda Khara Khara,4LLvxxkWtt818FNO3cbsdo,Sukhbir,0.0939,0.687,211034,0.919,4.38E-06,10,0.105,-3.28,1,0.0635,145.037,0.877
10,Mere Sohneya,7sJQv0LRPgM2xCkkdWOlyj,Sachet Tandon,0.558,0.376,193356,0.643,0,9,0.217,-5.713,1,0.0411,136.224,0.646
10,Choo Lo,2qgXrzJsry4KgYoJCpuaul,The Local Train,0.0265,0.512,233630,0.695,0.00815,4,0.146,-6.349,1,0.0271,145.957,0.351
10,Kaam 25 - Sacred Games,6Kynli1iHBqJRWUCohcV9h,DIVINE,0.0473,0.484,149525,0.948,0,1,0.0565,-4.296,0,0.451,125.645,0.686
10,Machayenge,1wCLqMvEMOpNKUXVERjDPz,Emiway Bantai,0.212,0.743,150863,0.747,0.000118,5,0.0908,-4.837,0,0.0952,104.938,0.709
10,Roke Na Ruke Naina,2k7RoJQR0mi8WVWK0Och93,Arijit Singh,0.722,0.503,278402,0.381,1.15E-05,9,0.154,-9.31,1,0.0283,80.658,0.263
10,"Jeena Jeena (From ""Badlapur"")",6h09y5UH6sDRERJALlaJPi,Atif Aslam,0.783,0.676,228969,0.319,0,5,0.117,-9.201,1,0.0279,105.002,0.565
11,Sham,5Q58RkKyUafm15Syxg79DW,Amit Trivedi,0.827,0.722,284627,0.288,1.06E-05,4,0.12,-10.767,1,0.0444,119.899,0.502
11,Kabira,4bD9z9qa4qg9BhryvYWB7c,Rekha Bhardwaj,0.481,0.59,223460,0.555,0,2,0.192,-6.852,1,0.0271,84.032,0.191
11,Pani Da Rang (Male),44gvSP8Kpx6P7VSRHL9dN8,Ayushmann Khurrana,0.172,0.672,239333,0.67,0.000198,4,0.197,-7.257,0,0.0315,98.032,0.533
11,Tere Bina,4FeczSomVWVyU4FW7xDeAI,A.R. Rahman,0.278,0.744,309640,0.7,0.000155,2,0.068,-7.663,1,0.0376,144.043,0.866
11,Bin Tere,3bZPdEskcnMdepwCaDSJRl,Shafqat Amanat Ali,0.42,0.585,330360,0.698,3.59E-06,9,0.363,-6.261,1,0.0392,139.831,0.621
11,"Dooriyan (From ""Love Aaj Kal"")",4peiaLdhDgUgQ646Gpbvh3,Mohit Chauhan,0.611,0.517,337360,0.716,0,7,0.11,-6.582,0,0.0509,122.952,0.594
11,Teri Deewani,2iNqdCchlUZEgjJbQyZf8T,Kailash Kher,0.324,0.447,323520,0.6,0,4,0.0962,-3.718,0,0.0332,80.044,0.434
11,Saibo,6udC4b4jOSnHb9ItnXgKLR,Shreya Ghoshal,0.736,0.619,195253,0.428,1.27E-05,2,0.136,-7.867,1,0.0281,90.056,0.542
11,Abhi Mujh Mein Kahin,73y649QhnXdcm6fRdvfraO,Sonu Nigam,0.755,0.334,364787,0.387,3.94E-05,2,0.113,-9.483,1,0.0332,129.959,0.42
11,Roobaroo,3vqJY3pVELLIxqXXyI08yr,A.R. Rahman,0.661,0.675,282973,0.582,5.56E-06,9,0.0854,-8.891,1,0.0277,120.991,0.538
11,Sajdaa,5upmbnXemLfPvs3d2eyHml,Shankar-Ehsaan-Loy,0.726,0.468,365707,0.737,0.00272,8,0.0655,-7.274,1,0.0765,79.448,0.572
11,Tum Se Hi,7eQl3Yqv35ioqUfveKHitE,Mohit Chauhan,0.328,0.609,321225,0.538,0,6,0.125,-7.842,1,0.0273,130.007,0.608
11,Shukran Allah,3nKEiJUeaWn8q2O9I1xwlB,Sonu Nigam,0.732,0.432,290053,0.695,0.0014,1,0.274,-8.022,1,0.111,116.153,0.513
11,Mitwa,4BTPzhEsyW3blWcxcuhLM0,Shankar Mahadevan,0.295,0.63,382973,0.63,1.26E-05,4,0.0934,-7.525,1,0.0364,107.103,0.517
11,Khaabon Ke Parinday,14eotumM24MhIgzidgN3Jx,Alyssa Mendonsa,0.721,0.517,251704,0.565,0.00689,9,0.0997,-10.184,1,0.0441,169.952,0.69
11,Dil Se Re,30yySOIXHZYx94sLAySy2j,A.R. Rahman,0.00882,0.844,405707,0.442,0.000498,9,0.0879,-16.54,1,0.0691,105.986,0.436
11,Saiyyan,2vR23BjIzpLMtzsyKrM6Mb,Kailash Kher,0.65,0.473,343907,0.562,0.000117,0,0.12,-8.624,1,0.0451,74.653,0.316
11,Kabhi Kabhi Aditi,3APdIdF8H0jsxSuGOqXedS,Rashid Ali,0.276,0.791,218836,0.558,0,7,0.0859,-7.155,0,0.0661,95.077,0.872
11,Udd Gaye - Bacardi House Party Sessions,6wZJsut8fjiWiMPaccRAOX,Ritviz,0.000712,0.595,180414,0.818,0.0386,11,0.142,-6.189,0,0.0479,144.956,0.48
11,Jab Se Tere Naina,0gRNu9dVzi5aC87AI1empZ,Shaan,0.362,0.599,284573,0.653,0,0,0.144,-7.576,0,0.122,79.968,0.678
11,"Ajj Din Chadheya (From ""Love Aaj Kal "")",6lHBOxVVbjkmByOjHRC2bA,Rahat Fateh Ali Khan,0.551,0.585,315013,0.687,6.70E-06,9,0.121,-4.553,1,0.0724,85.871,0.815
11,Subhanallah,0GQngE2rOYvlKwEQjTAsP8,Sreeram,0.452,0.302,249707,0.494,0,9,0.134,-5.041,1,0.0451,88.586,0.454
11,Tujhe Bhula Diya,4r8JqkhpTb5tzSKKHnVJIJ,Mohit Chauhan,0.464,0.644,279429,0.423,0,11,0.11,-8.702,0,0.0324,131.903,0.509
11,Kahin To,3E424W0IJS3ypZ4YOxE0Jn,Rashid Ali,0.334,0.61,303206,0.492,6.30E-06,10,0.0979,-7.55,1,0.0261,90.984,0.165
11,Ambarsariya,4qRcjFkFqSpLBzcbLDt7HL,Sona Mohapatra,0.574,0.649,248182,0.458,0,4,0.113,-7.632,0,0.0446,180.071,0.748
11,Moh Moh Ke Dhaage (Male),189DQylImZ1hGZaIpAQUzx,Papon,0.741,0.634,322900,0.344,6.09E-05,2,0.111,-11.011,1,0.0288,128,0.409
11,Khuda Jaane,0gPgdRfB4jdGrlyXS0Vx78,KK,0.391,0.382,333584,0.632,0.000486,8,0.0922,-6.393,1,0.0411,78.936,0.716
11,Love You Zindagi,6k3XXCE1ZzwevQlxf8dNaw,Amit Trivedi,0.06,0.688,232505,0.701,0.0301,3,0.271,-7.505,1,0.0298,110.019,0.385
11,Sooraj Ki Baahon Mein,723xQva0yBF7M6K3nDAG8R,Dominique Cerejo,0.19,0.855,202919,0.553,5.19E-06,11,0.0942,-6.52,1,0.0331,124.922,0.874
11,Naina Da Kya Kasoor,4JQxGJ8jsKW8pOUVoAgOZr,Amit Trivedi,0.159,0.845,210952,0.659,0.0129,9,0.0782,-6.348,1,0.0373,125.965,0.547
11,Mera Mann Kehne Laga,1ai3itvPFcWilE9NX0JTCf,Falak Shabbir,0.714,0.46,227335,0.444,2.65E-05,7,0.0881,-6.217,1,0.123,74.977,0.7
11,Uff Teri Adaa,0og9wKFGgFFNQnrBe7eisG,Shankar Mahadevan,0.00536,0.647,304089,0.792,5.82E-05,2,0.054,-9.815,1,0.0373,132.032,0.306
11,Socha Hai,7IjnfuMNfdrAXbefurdIIR,Farhan Akhtar,0.722,0.593,246132,0.773,0,2,0.117,-5.591,1,0.0339,133.975,0.561
11,"Kaise Hua (From ""Kabir Singh"")",1y1rQTkWmrZdJmjwuK07GC,Vishal Mishra,0.452,0.385,234722,0.464,0,2,0.109,-6.975,1,0.0404,137.839,0.15
11,Ik Junoon (Paint It Red),7e6qTHVfRdaYsio90s1fHC,Vishal Dadlani,0.364,0.79,299119,0.848,0.00147,2,0.148,-7.798,1,0.0508,127.034,0.641
11,Woh Ladki Hai Kahan,2tO0QPdCA0jgDBshTuYYkc,Shaan,0.172,0.786,306133,0.677,0.000104,8,0.0446,-8.624,1,0.183,94.985,0.858
11,Daryaa,3ExeNEpJJQXfmq1cwj0LVo,Shahid Mallya,0.148,0.565,261918,0.527,2.30E-06,8,0.103,-5.035,1,0.0252,91.989,0.231
11,Patakha Guddi,7jpmNt5iCtSdXuT1xEGp8O,Sultana,0.25,0.814,285186,0.791,0,11,0.124,-5.057,1,0.0934,130.941,0.902
11,Ikk Kudi,1NgRBQQD8ZHy6lv79KyeZO,Shahid Mallya,0.723,0.641,242862,0.374,1.64E-05,11,0.135,-6.731,1,0.0284,120.035,0.265
